# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
2.237919352903582904e-01,8.410093374460423377e+00,3.757996624654398943e+01,3.496336364746093750e+01,2.616603851318359375e+00,6.962762773036956787e-02
9.894720360819575511e-01,1.556979635711529042e+01,1.573545869852723200e+01,9.736680030822753906e+00,5.998778343200683594e+00,3.812268078327178955e-01
3.742974948489145248e+00,4.517048595103995368e+00,1.206807060498042095e+00,1.426311969757080078e+00,-2.195049524307250977e-01,-1.818890273571014404e-01
9.209192268156605188e-01,2.976219920808191421e+00,3.231792576531729022e+00,6.019750118255615234e+00,-2.787957429885864258e+00,-8.626659512519836426e-01
3.415949392575548416e+00,5.899077232139489091e+00,1.726921729274132566e+00,2.297793626785278320e+00,-5.708719491958618164e-01,-3.305720090866088867e-01
4.449756867629762525e+00,1.272830541401253512e+01,2.860449636384847949e+00,3.273879766464233398e+00,-4.134302139282226562e-01,-1.445333063602447510e-01
3.546424266961150540e+00,1.892269881174712864e+01,5.335712082740046824e+00,5.976598262786865234e+00,-6.408863067626953125e-01,-1.201126128435134888e-01
6.374902153040693520e-01,6.698802811705989235e+00,1.050808726297203322e+01,2.714540100097656250e+01,-1.663731384277343750e+01,-1.583286643028259277e+00
1.011015073378855655e+00,1.274773378824442105e+01,1.260884641970861075e+01,1.112128734588623047e+01,1.487559318542480469e+00,1.179774329066276550e-01
2.157586829785154592e+00,4.009715477787599625e+00,1.858426007442246952e+00,5.715247154235839844e+00,-3.856821060180664062e+00,-2.075315952301025391e+00
3.857317976344918353e-01,7.012150983779528168e+00,1.817882535684558221e+01,3.135378646850585938e+01,-1.317496109008789062e+01,-7.247421741485595703e-01
2.740903767451827733e+00,1.533406704827675249e+01,5.594529523571188712e+00,4.514130592346191406e+00,1.080399036407470703e+00,1.931170523166656494e-01
1.816517573927730167e+00,7.066730238897042327e+00,3.890262522270643952e+00,6.721248149871826172e+00,-2.830985546112060547e+00,-7.277106642723083496e-01
4.704341620667811696e+00,1.245012614269154660e+01,2.646518290252094285e+00,3.338396549224853516e+00,-6.918783187866210938e-01,-2.614296376705169678e-01
2.449300344281484687e+00,3.624287657951642316e+00,1.479723655130113169e+00,5.658501148223876953e+00,-4.178777694702148438e+00,-2.824025630950927734e+00
4.591677040541126686e+00,1.238932673273682994e+01,2.698213882062740598e+00,3.290833950042724609e+00,-5.926201343536376953e-01,-2.196342349052429199e-01
3.317554322399607347e+00,1.907918814355011250e+01,5.750979875364939709e+00,6.078254699707031250e+00,-3.272747993469238281e-01,-5.690765753388404846e-02
2.603052584980897755e-01,7.833063356159525981e+00,3.009183679713104453e+01,3.075087738037109375e+01,-6.590404510498046875e-01,-2.190097048878669739e-02
1.989456680655451892e+00,1.757607536029471618e+01,8.834610741312575399e+00,8.131353378295898438e+00,7.032575607299804688e-01,7.960254698991775513e-02
2.749003237358246032e+00,5.943906443960725205e+00,2.162204235769739302e+00,3.327817440032958984e+00,-1.165613174438476562e+00,-5.390855669975280762e-01
3.810906437525067858e+00,3.547151406570548726e+00,9.307894236506599750e-01,3.603987216949462891e+00,-2.673197746276855469e+00,-2.871968269348144531e+00
3.837084055845319419e+00,6.984875064296852010e+00,1.820360190873657080e+00,3.495265483856201172e+00,-1.674905300140380859e+00,-9.200955629348754883e-01
4.470839741585327154e+00,1.973586382821861562e+01,4.414352776872386919e+00,3.568634510040283203e+00,8.457183837890625000e-01,1.915837675333023071e-01
3.156038065825893746e+00,2.007000997690828292e+00,6.359242049146902609e-01,9.056694507598876953e-01,-2.697452306747436523e-01,-4.241782724857330322e-01
3.984987148683663882e+00,3.892446244395983079e+00,9.767776153761874580e-01,1.908956527709960938e+00,-9.321789145469665527e-01,-9.543409943580627441e-01
2.598422144552785085e+00,8.573200437981018496e+00,3.299387074557337485e+00,5.160651683807373047e+00,-1.861264705657958984e+00,-5.641244053840637207e-01
3.118990076254861687e+00,7.095958913399835311e+00,2.275082234926612212e+00,2.736735343933105469e+00,-4.616529941558837891e-01,-2.029170542955398560e-01
2.582305554479767395e-01,7.847048563806618304e+00,3.038776162717696394e+01,3.093488121032714844e+01,-5.471191406250000000e-01,-1.800458878278732300e-02
3.392227025403192542e+00,1.341544628089021884e+01,3.954760745795216081e+00,5.565647125244140625e+00,-1.610886335372924805e+00,-4.073283970355987549e-01
3.473302643537505840e-01,5.588533092948131831e+00,1.608996873147885509e+01,1.559437751770019531e+01,4.955921173095703125e-01,3.080130927264690399e-02
3.924356687654211751e+00,9.433441779819773387e+00,2.403818646122766634e+00,4.323149204254150391e+00,-1.919330596923828125e+00,-7.984506487846374512e-01
1.784792965198473302e+00,9.150246721782140824e+00,5.126783274139928182e+00,9.919312477111816406e+00,-4.792529106140136719e+00,-9.348023533821105957e-01
6.155260146722852710e+00,1.272880734973729888e+00,2.067956032128762667e-01,-1.309355497360229492e-01,3.377311527729034424e-01,1.633164048194885254e+00
5.344042378567724905e-01,8.144211202570335928e+00,1.523979531905039586e+01,1.173289680480957031e+01,3.506898880004882812e+00,2.301145642995834351e-01
4.753260564785973585e+00,4.913534795112624032e+00,1.033718797474311613e+00,2.009265184402465820e+00,-9.755463600158691406e-01,-9.437250494956970215e-01
1.047395243276552090e+00,1.058991403359152450e+01,1.011071427101696685e+01,1.006120300292968750e+01,4.951095581054687500e-02,4.896880127489566803e-03
8.211847566593742931e-01,1.189575464944117034e+00,1.448608800026167875e+00,4.654800891876220703e-01,9.831286668777465820e-01,6.786709427833557129e-01
3.869559556841815962e+00,1.309495489520282163e+01,3.384094417683654044e+00,3.294061660766601562e+00,9.003281593322753906e-02,2.660469897091388702e-02
3.878734921685605741e+00,8.507591141062816220e+00,2.193393287460236873e+00,4.246177673339843750e+00,-2.052784442901611328e+00,-9.358944296836853027e-01
6.377411726853213780e-01,7.370915283399676277e+00,1.155784760197172290e+01,9.567758560180664062e+00,1.990089416503906250e+00,1.721851229667663574e-01
4.390855371106325400e+00,8.487770436133862617e+00,1.933056254138308061e+00,3.454237937927246094e+00,-1.521181702613830566e+00,-7.869309186935424805e-01
3.536421882383583570e-01,9.970334610699946865e+00,2.819328389626365450e+01,3.363625335693359375e+01,-5.442970275878906250e+00,-1.930591166019439697e-01
1.886356534289627684e-01,4.545628471431708562e+00,2.409739828501465908e+01,1.619109916687011719e+01,7.906299591064453125e+00,3.280976414680480957e-01
2.080883830708614823e+00,1.862227213640912993e+01,8.949212763149581917e+00,8.736060142517089844e+00,2.131528854370117188e-01,2.381805889308452606e-02
2.177913969495854030e+00,1.041591510157816103e+01,4.782519074428476458e+00,4.917145252227783203e+00,-1.346263885498046875e-01,-2.814968302845954895e-02
2.546528454228386806e+00,5.596799781907317417e+00,2.197815529064324203e+00,4.144257068634033203e+00,-1.946441650390625000e+00,-8.856256008148193359e-01
2.431427992501550506e+00,5.500715881295040077e+00,2.262339620280378050e+00,4.149004936218261719e+00,-1.886665344238281250e+00,-8.339443802833557129e-01
3.689313195659193134e+00,1.912244747876060913e+01,5.183199816502399138e+00,5.949812412261962891e+00,-7.666125297546386719e-01,-1.479033380746841431e-01
1.692300275085525163e+00,1.350112518460925948e+01,7.977972575775264197e+00,9.374711036682128906e+00,-1.396738529205322266e+00,-1.750743687152862549e-01
3.368604169017074490e+00,1.907274472384710151e+01,5.661913293128869817e+00,3.521081447601318359e+00,2.140831947326660156e+00,3.781110346317291260e-01
3.266346698106272317e+00,1.206360137014974576e+01,3.693300952144440430e+00,5.236132621765136719e+00,-1.542831659317016602e+00,-4.177378714084625244e-01
2.240820931713023989e-01,5.138230280530367011e+00,2.293012443704005321e+01,1.666659545898437500e+01,6.263528823852539062e+00,2.731572091579437256e-01
4.825560091306751787e+00,4.956909387138207279e+00,1.027219492317188454e+00,2.130541801452636719e+00,-1.103322267532348633e+00,-1.074086189270019531e+00
3.211091000363230030e+00,1.147166638028395624e+01,3.572513634458292398e+00,5.548564434051513672e+00,-1.976050853729248047e+00,-5.531262159347534180e-01
2.853453508436782471e+00,1.806769901539486156e+01,6.331870823188197051e+00,7.587066650390625000e+00,-1.255195617675781250e+00,-1.982345581054687500e-01
1.046411149698569076e+00,8.310318970291341145e+00,7.941733966314507676e+00,2.323315048217773438e+01,-1.529141616821289062e+01,-1.925450563430786133e+00
8.021579783420562659e-01,7.414093416988857044e+00,9.242684878996914932e+00,1.857217597961425781e+01,-9.329490661621093750e+00,-1.009391784667968750e+00
2.283696728692868660e+00,3.125544028390461637e+00,1.368633579546897794e+00,4.489449024200439453e+00,-3.120815277099609375e+00,-2.280241489410400391e+00
1.768328875751808082e+00,1.335872712708318488e+01,7.554435891572316208e+00,8.864699363708496094e+00,-1.310263633728027344e+00,-1.734429448843002319e-01
2.745045524036958895e+00,1.484498529517188103e+01,5.407919528176106994e+00,4.222595691680908203e+00,1.185323715209960938e+00,2.191829532384872437e-01
2.574028588022045483e+00,3.634330460259310058e+00,1.411923114285233982e+00,7.413781642913818359e+00,-6.001858711242675781e+00,-4.250839233398437500e+00
2.026270310640902572e+00,1.612866166379105692e+01,7.959777912695969349e+00,5.524744987487792969e+00,2.435032844543457031e+00,3.059171736240386963e-01
2.553440514829017349e-01,2.716588024721267036e+00,1.063893209551887509e+01,5.724998474121093750e+00,4.913933753967285156e+00,4.618822336196899414e-01
4.517692774537191980e-01,2.037715689249493867e+00,4.510522939352033411e+00,6.255324363708496094e+00,-1.744801521301269531e+00,-3.868291079998016357e-01
2.107753727913507014e+00,4.904389247245917183e+00,2.326832201644751130e+00,7.568744659423828125e+00,-5.241912364959716797e+00,-2.252810478210449219e+00
5.075978538432218024e+00,2.389627912253172504e+00,4.707718707162305005e-01,-2.571097373962402344e+00,3.041869163513183594e+00,6.461450576782226562e+00
1.728841075574572450e+00,6.492531440873435145e+00,3.755424100341712368e+00,4.826574802398681641e+00,-1.071150779724121094e+00,-2.852276563644409180e-01
3.725934993362388647e-01,6.634673773126753993e+00,1.780673518176289605e+01,2.742031669616699219e+01,-9.613580703735351562e+00,-5.398845076560974121e-01
9.558049738403217033e-01,9.435318945357396458e+00,9.871594314316338270e+00,2.879019165039062500e+01,-1.891859817504882812e+01,-1.916468381881713867e+00
2.546093086363030000e+00,9.171319789700834946e+00,3.602114878997459524e+00,5.181835651397705078e+00,-1.579720735549926758e+00,-4.385536611080169678e-01
3.768658142673654954e+00,7.745633113694270655e+00,2.055276127592504665e+00,3.977940082550048828e+00,-1.922663927078247070e+00,-9.354771971702575684e-01
2.339890483037941671e+00,1.809455620617903193e+01,7.733078251887409493e+00,6.445895195007324219e+00,1.287183284759521484e+00,1.664516031742095947e-01
3.122014925666307228e+00,1.886639643399723454e+01,6.043019294653348084e+00,6.403337001800537109e+00,-3.603177070617675781e-01,-5.962544307112693787e-02
4.212549536705465059e+00,1.636284346629535946e+01,3.884308854701883806e+00,4.958737373352050781e+00,-1.074428558349609375e+00,-2.766073942184448242e-01
3.695742134711280880e+00,1.571188447074634098e+01,4.251347604362496035e+00,3.953086376190185547e+00,2.982611656188964844e-01,7.015684992074966431e-02
2.235732926012893973e+00,1.058991403359152450e+01,4.736663270633627576e+00,5.163083076477050781e+00,-4.264197349548339844e-01,-9.002534300088882446e-02
1.962961522982599849e+00,1.703566485379229434e+01,8.678552612639927943e+00,6.380230903625488281e+00,2.298321723937988281e+00,2.648277580738067627e-01
2.235985338533637012e+00,1.813425522060219208e+01,8.110185209217279478e+00,8.425242424011230469e+00,-3.150568008422851562e-01,-3.884705156087875366e-02
7.865983863196668313e-01,2.576290333100333285e+00,3.275229618960025846e+00,5.181392192840576172e+00,-1.906162500381469727e+00,-5.819935202598571777e-01
2.870394357677394037e+00,9.785321984168323439e+00,3.409051428071439460e+00,5.231377124786376953e+00,-1.822325706481933594e+00,-5.345550775527954102e-01
4.920232274191150834e-01,3.715776025565468821e+00,7.552033762829448271e+00,1.054550075531005859e+01,-2.993466854095458984e+00,-3.963789045810699463e-01
2.472129188064938532e+00,1.365375711181110141e+01,5.523075888480809326e+00,5.140721321105957031e+00,3.823547363281250000e-01,6.922858208417892456e-02
1.203095017752045193e+00,1.366993296725141427e+01,1.136230535871835201e+01,1.206179332733154297e+01,-6.994876861572265625e-01,-6.156212463974952698e-02
3.499206329386290282e+00,1.344277507054370169e+01,3.841664024682239997e+00,3.426460504531860352e+00,4.152035713195800781e-01,1.080790907144546509e-01
4.753260564785973807e-01,4.913534795112624032e+00,1.033718797474311479e+01,1.543418216705322266e+01,-5.096994400024414062e+00,-4.930736124515533447e-01
1.809989334881994871e+00,7.097879620307466553e+00,3.921503560003145594e+00,6.794582366943359375e+00,-2.873078823089599609e+00,-7.326472401618957520e-01
3.184350434409460195e+00,1.216385401591095494e+01,3.819885488880481628e+00,5.376229286193847656e+00,-1.556343793869018555e+00,-4.074320495128631592e-01
4.042879469219546884e-01,6.585488007503196073e+00,1.628910299612391199e+01,2.639750480651855469e+01,-1.010840225219726562e+01,-6.205622553825378418e-01
1.427992058024794675e+00,7.626911361691118607e+00,5.341004047487979634e+00,1.213994693756103516e+01,-6.798943042755126953e+00,-1.272971034049987793e+00
3.984343830556521304e+00,6.544746015328103184e+00,1.642615771544483128e+00,2.972836494445800781e+00,-1.330220699310302734e+00,-8.098185062408447266e-01
1.022630107726563375e+00,8.965339953226617808e+00,8.766943086741017410e+00,3.142832565307617188e+01,-2.266138267517089844e+01,-2.584867238998413086e+00
1.809989334881995093e-01,7.097879620307466553e+00,3.921503560003144173e+01,3.316325378417968750e+01,6.051780700683593750e+00,1.543229669332504272e-01
2.431127500269793185e+00,1.469374512909777764e+01,6.044004326168473717e+00,4.173970699310302734e+00,1.870033740997314453e+00,3.094030916690826416e-01
1.720992462475216644e+00,8.579015596661225374e+00,4.984923399561240309e+00,1.915324020385742188e+01,-1.416831684112548828e+01,-2.842233657836914062e+00
4.068430346363652639e+00,1.526872230598344515e+01,3.752976210992666761e+00,4.506036758422851562e+00,-7.530605792999267578e-01,-2.006569057703018188e-01
7.932569633232940953e-01,7.654142255380995685e+00,9.649007332144311277e+00,1.004575443267822266e+01,-3.967466354370117188e-01,-4.111786931753158569e-02
4.951334830489022565e+00,6.461118082168310295e+00,1.304924490741857346e+00,3.340681552886962891e+00,-2.035757064819335938e+00,-1.560057401657104492e+00
1.710290346758573721e+00,7.861145788747236018e+00,4.596380844718011893e+00,9.607028961181640625e+00,-5.010648250579833984e+00,-1.090129017829895020e+00
9.513315379347266898e-01,9.417315260582489245e+00,9.899088682613015777e+00,2.926621818542480469e+01,-1.936713027954101562e+01,-1.956455826759338379e+00
3.167912300219172472e+00,4.148419634471364859e+00,1.309512145959456086e+00,5.723352909088134766e+00,-4.413840770721435547e+00,-3.370599269866943359e+00
1.845086998762943464e+00,1.779526916029968930e+01,9.644677552999235459e+00,8.301955223083496094e+00,1.342721939086914062e+00,1.392189562320709229e-01
3.539846481024000902e+00,1.954319283971931753e+01,5.520915368642172361e+00,3.564644336700439453e+00,1.956271171569824219e+00,3.543381690979003906e-01
2.037044135153372793e+00,8.833190012432424965e+00,4.336278168939799116e+00,8.682696342468261719e+00,-4.346418380737304688e+00,-1.002338528633117676e+00
2.742838718046451518e+00,1.983268120380717647e+01,7.230713593664277461e+00,6.380832672119140625e+00,8.498806953430175781e-01,1.175376027822494507e-01
2.433829542288479697e+00,1.863169072353991496e+01,7.655298121667517997e+00,8.268076896667480469e+00,-6.127786636352539062e-01,-8.004634827375411987e-02
3.192160354128557032e+00,1.591633155674611544e+01,4.986068928573981651e+00,6.647623062133789062e+00,-1.661554336547851562e+00,-3.332393467426300049e-01
9.243921197182827232e-01,1.021870085453037369e+00,1.105450883510843862e+00,3.949378490447998047e+00,-2.843927621841430664e+00,-2.572640419006347656e+00
3.467195573686075782e+00,1.045892787157002246e+01,3.016538193272678914e+00,4.972194194793701172e+00,-1.955656051635742188e+00,-6.483113765716552734e-01
1.436026053278998793e+00,1.369040630989884910e+01,9.533536162967513050e+00,1.327048015594482422e+01,-3.736944198608398438e+00,-3.919788300991058350e-01
4.261778611035285991e+00,1.239770282082428388e+01,2.909044310448729131e+00,4.443432331085205078e+00,-1.534388065338134766e+00,-5.274543762207031250e-01
4.290645460173062808e+00,1.131785468943337492e+01,2.637797691393702237e+00,3.194272518157958984e+00,-5.564749240875244141e-01,-2.109619528055191040e-01
2.639269683013903300e+00,1.794577415486132477e+00,6.799522712801452373e-01,2.854028701782226562e+00,-2.174076557159423828e+00,-3.197395801544189453e+00
1.267585330671321397e+00,9.178593953316736886e+00,7.241006763983055095e+00,1.206134128570556641e+01,-4.820334434509277344e+00,-6.656994819641113281e-01
2.701298877253495601e+00,2.278323506323762793e+00,8.434177815378258725e-01,2.989968061447143555e+00,-2.146550178527832031e+00,-2.545061588287353516e+00
2.996182608848570794e+00,1.111819434247815508e+01,3.710786622164816251e+00,5.637316226959228516e+00,-1.926529645919799805e+00,-5.191701650619506836e-01
4.532899932502620466e+00,1.082282785110054846e+01,2.387616760188494336e+00,4.297472953796386719e+00,-1.909856081008911133e+00,-7.999005913734436035e-01
4.233837736721442369e+00,5.437729475095341769e+00,1.284349994788925642e+00,2.014996767044067383e+00,-7.306467294692993164e-01,-5.688844323158264160e-01
1.720020124599878297e+00,1.695348732676050219e+01,9.856563353120259663e+00,7.780179977416992188e+00,2.076383590698242188e+00,2.106599956750869751e-01
9.503273393173251593e-01,1.498166274096065287e+01,1.576473928627881449e+01,6.168885707855224609e+00,9.595853805541992188e+00,6.086909174919128418e-01
2.334145162584568389e+00,1.906035591383038508e+01,8.165882833407454910e+00,8.259428977966308594e+00,-9.354591369628906250e-02,-1.145570073276758194e-02
5.270057649587140070e+00,3.372666783619485464e+00,6.399677210141528905e-01,5.931789875030517578e-01,4.678875207901000977e-02,7.311110943555831909e-02
2.143585580673441626e+00,9.792855877402534048e+00,4.568446422524427675e+00,8.224898338317871094e+00,-3.656451702117919922e+00,-8.003708720207214355e-01
2.995720606155161114e-01,3.230935366260312414e+00,1.078516921645451987e+01,7.901878356933593750e+00,2.883291244506835938e+00,2.673385143280029297e-01
2.553440514829017349e+00,2.716588024721267036e+00,1.063893209551887598e+00,9.139544963836669922e-01,1.499387025833129883e-01,1.409339755773544312e-01
5.360323351583623497e-01,3.885064977209065074e+00,7.247818316895536128e+00,1.181160545349121094e+01,-4.563786983489990234e+00,-6.296773552894592285e-01
2.180032363387047756e+00,9.265773640016909951e+00,4.250291782650863937e+00,6.837843894958496094e+00,-2.587552070617675781e+00,-6.087939739227294922e-01
2.908277582790886662e+00,2.469589354140859339e+00,8.491587490665017945e-01,1.113184213638305664e+00,-2.640254497528076172e-01,-3.109259009361267090e-01
5.065692724034540184e+00,6.752294188865854530e+00,1.332945868751397756e+00,3.230412483215332031e+00,-1.897466659545898438e+00,-1.423513770103454590e+00
7.620205125659431644e-01,2.143142912730091165e+00,2.812447798174762426e+00,2.823420524597167969e+00,-1.097273826599121094e-02,-3.901490475982427597e-03
1.764819269965774984e+00,1.490543613665023059e+01,8.445871138374009490e+00,7.798757076263427734e+00,6.471142768859863281e-01,7.661900669336318970e-02
5.943776797164724846e-01,7.278048582525452836e+00,1.224482148454362829e+01,1.932382965087890625e+01,-7.079008102416992188e+00,-5.781226158142089844e-01
9.157989398590019592e-01,8.461006943508118994e+00,9.238935071065697002e+00,1.169208431243896484e+01,-2.453148841857910156e+00,-2.655228972434997559e-01
5.514931960720211856e-01,1.546937752772328878e+01,2.804998799242320118e+01,3.388873291015625000e+01,-5.838745117187500000e+00,-2.081549912691116333e-01
1.819901578717485258e+00,1.228670359743830431e+01,6.751301136898264055e+00,8.502034187316894531e+00,-1.750732898712158203e+00,-2.593178451061248779e-01
4.292345591543541339e+00,1.550658817612745466e+01,3.612614093021161654e+00,4.761690139770507812e+00,-1.149075984954833984e+00,-3.180732727050781250e-01
7.926372363451015257e-01,5.448242046720971565e+00,6.873563083969089327e+00,1.369751071929931641e+01,-6.823947429656982422e+00,-9.927816390991210938e-01
2.375479711159245166e+00,4.880477731807069119e+00,2.054523012291008754e+00,6.962512969970703125e+00,-4.907989978790283203e+00,-2.388870716094970703e+00
1.887346834398979656e+00,3.698517720206639048e+00,1.959638606321356225e+00,8.742680549621582031e+00,-6.783041954040527344e+00,-3.461374044418334961e+00
3.645322361764108177e+00,8.746873073680102806e+00,2.399478620992839595e+00,4.571058273315429688e+00,-2.171579599380493164e+00,-9.050214290618896484e-01
1.152846445035351497e+00,3.296331850872605163e+00,2.859298274343487378e+00,8.348686218261718750e+00,-5.489387989044189453e+00,-1.919837474822998047e+00
4.376729898100009564e+00,5.951849908493992203e+00,1.359885130466415681e+00,1.231623172760009766e+00,1.282619237899780273e-01,9.431820362806320190e-02
2.489535577626343699e+00,7.923625996969496654e+00,3.182772750138524120e+00,5.411820411682128906e+00,-2.229047775268554688e+00,-7.003477811813354492e-01
8.650045066847606989e-01,8.128991030600126066e+00,9.397628530000975644e+00,1.107420349121093750e+01,-1.676574707031250000e+00,-1.784040182828903198e-01
9.370365634967401380e-01,8.581379411656554268e+00,9.157998466605629773e+00,1.194294738769531250e+01,-2.784949302673339844e+00,-3.041002154350280762e-01
3.648723641616134827e+00,4.418382691580562849e+00,1.210939255904708967e+00,1.914797663688659668e+00,-7.038583755493164062e-01,-5.812499523162841797e-01
3.574164452494422495e+00,1.428353762672297123e+01,3.996329160722985829e+00,5.751212120056152344e+00,-1.754883050918579102e+00,-4.391237497329711914e-01
3.693025209997959912e+00,9.599258289817157674e+00,2.599294005312912770e+00,3.442003726959228516e+00,-8.427097797393798828e-01,-3.242071866989135742e-01
1.605529230703299337e+00,1.759116746328519199e+01,1.095661612811584362e+01,8.205601692199707031e+00,2.751014709472656250e+00,2.510825097560882568e-01
2.458177694337440933e+00,1.555452146819388659e+01,6.327663579416840989e+00,4.807478904724121094e+00,1.520184516906738281e+00,2.402442097663879395e-01
9.659449279101338659e-01,4.529787004762987124e+00,4.689487851614261515e+00,1.082584953308105469e+01,-6.136361598968505859e+00,-1.308535575866699219e+00
4.418042985080175455e+00,1.468947932450979099e+00,3.324883749233873420e-01,2.173098802566528320e+00,-1.840610384941101074e+00,-5.535863876342773438e+00
3.708201558887095128e+00,8.851517183389345789e+00,2.387010803707731110e+00,4.399040699005126953e+00,-2.012029886245727539e+00,-8.429077267646789551e-01
2.026668608439166963e+00,1.558508714825187802e+01,7.690002738165806484e+00,7.182532310485839844e+00,5.074706077575683594e-01,6.599095463752746582e-02
1.463034639071847665e-01,6.782629967094895740e+00,4.636000943489493409e+01,3.100661849975585938e+01,1.535338973999023438e+01,3.311774730682373047e-01
9.557112848550094464e-01,1.045396320942105284e+01,1.093841139587152611e+01,1.059791851043701172e+01,3.404932022094726562e-01,3.112821280956268311e-02
3.087046764019504064e+00,5.932845251532954833e+00,1.921851434413667681e+00,3.046446800231933594e+00,-1.124595403671264648e+00,-5.851625204086303711e-01
2.457571325113566463e+00,1.142474128727996074e+01,4.648793371949037301e+00,5.959313869476318359e+00,-1.310520648956298828e+00,-2.819055616855621338e-01
7.716820849333114740e-01,1.196395748524531344e+00,1.550373880492409873e+00,4.160726070404052734e-01,1.134301304817199707e+00,7.316308021545410156e-01
2.555862621675347501e+00,8.521548316279327295e+00,3.334118291026737069e+00,5.571967601776123047e+00,-2.237849235534667969e+00,-6.711966991424560547e-01
3.703971993618403236e+00,8.549784915675811447e+00,2.308274719788996343e+00,3.026513099670410156e+00,-7.182383537292480469e-01,-3.111580908298492432e-01
1.144478294202513347e+00,3.842563374020648848e+00,3.357480341467020679e+00,8.344737052917480469e+00,-4.987257003784179688e+00,-1.485416650772094727e+00
2.385898534116566161e+00,9.611775676756613151e+00,4.028576881755616235e+00,5.811671733856201172e+00,-1.783094882965087891e+00,-4.426116049289703369e-01
7.202930528260069742e-01,1.521488026365048007e+01,2.112318063315511196e+01,1.552718257904052734e+01,5.595997810363769531e+00,2.649221122264862061e-01
3.585093982053100703e+00,8.131313337669183738e+00,2.268089310454441065e+00,4.612966060638427734e+00,-2.344876766204833984e+00,-1.033855557441711426e+00
2.408456972026400855e+00,1.167906486567372148e+01,4.849189751497746670e+00,6.344798564910888672e+00,-1.495608806610107422e+00,-3.084244728088378906e-01
1.781117334423450105e+00,1.750580435005774405e+01,9.828552005937551073e+00,7.092256069183349609e+00,2.736296176910400391e+00,2.784027755260467529e-01
2.591695518627724404e+00,1.919029642931874236e+01,7.404533553956911263e+00,6.512298107147216797e+00,8.922352790832519531e-01,1.204985156655311584e-01
2.084767826187937434e+00,2.607906132951247180e+00,1.250933605263798043e+00,4.708102703094482422e+00,-3.457169055938720703e+00,-2.763670921325683594e+00
2.736082313969316449e+00,1.603924599418504471e+01,5.862121147560224621e+00,6.998393535614013672e+00,-1.136272430419921875e+00,-1.938329786062240601e-01
4.333264178636783370e+00,1.698964166189591651e+01,3.920749107717855786e+00,4.910164833068847656e+00,-9.894156455993652344e-01,-2.523537278175354004e-01
4.301500670670580284e+00,1.505011059286225006e+01,3.498804660308474368e+00,3.434368848800659180e+00,6.443572044372558594e-02,1.841649599373340607e-02
4.394032944551907072e+00,1.217887200765723854e+01,2.771684273045252223e+00,4.280413150787353516e+00,-1.508728981018066406e+00,-5.443365573883056641e-01
3.224474765785955821e+00,1.339179238001473138e+01,4.153170160334786587e+00,5.748745441436767578e+00,-1.595575332641601562e+00,-3.841825127601623535e-01
2.061622213748554699e+00,9.271000309899937619e+00,4.496944322812129968e+00,8.325317382812500000e+00,-3.828372955322265625e+00,-8.513275980949401855e-01
2.603052584980897421e+00,7.833063356159525981e+00,3.009183679713103743e+00,4.730764389038085938e+00,-1.721580743789672852e+00,-5.721089243888854980e-01
9.295772709354834795e-01,1.186975792295373999e+01,1.276898467085857547e+01,9.803610801696777344e+00,2.965373992919921875e+00,2.322325557470321655e-01
3.807460517466420002e-01,4.400667106972366405e+00,1.155801113835497240e+01,1.492032432556152344e+01,-3.362313270568847656e+00,-2.909075915813446045e-01
1.453059880650587221e+00,5.345064096384195551e+00,3.678488524499774037e+00,7.200932979583740234e+00,-3.522444486618041992e+00,-9.575793147087097168e-01
6.274828605083156985e-01,5.980761036828339705e+00,9.531353624517175049e+00,1.800859642028808594e+01,-8.477242469787597656e+00,-8.894059062004089355e-01
3.779455083900661094e+00,1.627745244531953261e+01,4.306825212622997334e+00,3.908340454101562500e+00,3.984847068786621094e-01,9.252400696277618408e-02
1.029443997521954923e+00,9.559831779596404289e+00,9.286402954030066326e+00,1.335235977172851562e+01,-4.065957069396972656e+00,-4.378398358821868896e-01
3.225592299301713872e+00,1.640581847198788523e+01,5.086141381085100832e+00,4.551575660705566406e+00,5.345659255981445312e-01,1.051024496555328369e-01
2.514261686423749920e-01,4.728729522882151315e+00,1.880762670177036711e+01,1.469299602508544922e+01,4.114630699157714844e+00,2.187745869159698486e-01
4.499953983211856468e+00,9.640094732743124339e+00,2.142265180645797962e+00,2.698907852172851562e+00,-5.566427707672119141e-01,-2.598384320735931396e-01
4.568687133234333730e-01,2.170222674025328313e+00,4.750210751439552403e+00,3.276112794876098633e+00,1.474097967147827148e+00,3.103226423263549805e-01
3.188306614658955151e+00,3.929029534231413656e+00,1.232324869937796663e+00,5.285704612731933594e+00,-4.053380012512207031e+00,-3.289213895797729492e+00
1.804466836921874373e+00,6.902901302340335832e+00,3.825452017791336701e+00,6.156453132629394531e+00,-2.331001043319702148e+00,-6.093400120735168457e-01
2.853054616020243017e+00,9.363551371117985411e+00,3.281939055263970673e+00,5.530271530151367188e+00,-2.248332500457763672e+00,-6.850622296333312988e-01
3.860497483536056151e-01,9.591941621496653525e+00,2.484638744722307280e+01,3.937900924682617188e+01,-1.453262138366699219e+01,-5.848987698554992676e-01
3.456449147113215270e-01,1.707458047336232188e+00,4.939919479973488237e+00,3.834807395935058594e+00,1.105112075805664062e+00,2.237105518579483032e-01
